,State,cycle,AreaNumber,alpha,beta
2093,WA,2000,3,39.711367296261741,26.966829973050221
2094,WA,2000,4,60.764179960590582,108.1468734411859
2095,WA,2000,5,51.596234069437031,84.956501671945915
2096,WA,2000,6,69.708710510760071,35.37599414854472
2097,WA,2000,7,104.72372920948234,24.084813806846512
2098,WA,2000,8,63.764485786999558,75.03869217589525
2099,WA,2000,9,72.584174504710859,44.081825845992348
2100,WA,2010,1,314.92717244435846,259.80010499513799
2101,WA,2010,2,271.85787314175769,167.2544599430945
2102,WA,2010,3,214.46345534174026,338.58407956785709
2103,WA,2010,4,184.81665281778047,362.30291622623128
2104,WA,2010,5,204.48870820075382,316.46743570437138
2105,WA,2010,6,258.53897489977828,164.11384889893731
2106,WA,2010,7,298.55020108374077,73.377405350589115
2107,WA,2010,8,167.87747880806879,263.00236529257154
2108,WA,2010,9,323.34176447411232,127.14165693794961
2109,WA,2010,10,233.37244574787735,173.85006888289547
2110,WV,1970,1,54.988527497355854,32.522927061612243
2111,WV,1970,2,14.962677584551972,9.4101482423209184
2112,WV,1970,3,28.039370944784263,19.076224317454095
2113,WV,1970,4,43.550299303239612,19.002716898612057
2114,WV,1980,1,26.586853743568689,16.169033325632121
2115,WV,1980,2,50.504609066226294,32.130947735887716
2116,WV,1980,3,51.790967002774387,26.18275583003075
2117,WV,1980,4,17.30557040922892,9.5538973755323333
2118,WV,1990,1,167.37168240700768,70.710833190744694
2119,WV,1990,2,19.456839578329237,10.071442552631083
2120,WV,1990,3,164.46499391743893,89.022975897059354
2121,WV,2000,1,42.249025395639464,27.197583794610736
2122,WV,2000,2,39.567255506734647,60.466547648244962
2123,WV,2000,3,56.85220245719934,29.882770204431036
2124,WV,2010,1,93.674154711823547,175.04170603170755
2125,WV,2010,2,26.87000834443764,40.14034717044656
2126,WV,2010,3,12.269748923137174,17.241101357305759
2127,WI,1970,1,35.954943881426367,21.627484554583877
2128,WI,1970,2,41.832304767745001,25.332810307401605
2129,WI,1970,3,29.586835123908294,25.887290129145512
2130,WI,1970,4,56.191163783414986,21.651555874207897
2131,WI,1970,5,70.39718792436571,20.01906785974889
2132,WI,1970,6,31.655135434738249,57.93943234037895
2133,WI,1970,7,49.65886082671107,24.55018218823346
2134,WI,1970,8,18.589242029489711,21.8461778886535
2135,WI,1970,9,13.251596506130459,23.997341117439184
2136,WI,1980,1,28.181135517599259,13.728647268321922
2137,WI,1980,2,41.932213446737705,31.476863064644078
2138,WI,1980,3,36.3108321906303,63.859721231098995
2139,WI,1980,4,150.51839173527847,70.88300556123356
2140,WI,1980,5,105.57678470935001,53.506856968097921
2141,WI,1980,6,29.620731550192858,75.887046651725484
2142,WI,1980,7,108.91062878003538,63.214204199445078
2143,WI,1980,8,21.298131927522189,36.908090279962856
2144,WI,1980,9,41.159388771091557,126.98163912068819
2145,WI,1990,1,19.868962398583317,22.683210593764048
2146,WI,1990,2,16.017443094836764,21.683867449911901
2147,WI,1990,3,12.624808121405232,10.537501386412606
2148,WI,1990,4,65.906573684039984,44.288681745241234
2149,WI,1990,5,45.048040561726381,16.855687380500381
2150,WI,1990,6,18.385817309952547,32.924612469738115
2151,WI,1990,7,76.414404350178131,51.039732979413827
2152,WI,1990,8,11.370400538177197,18.725592568246675
2153,WI,1990,9,54.391716662846008,149.63557488761933
2154,WI,2000,1,61.844747871033448,122.66666375575043
2155,WI,2000,2,112.24190804341553,61.225937160023008
2156,WI,2000,3,50.402858940699083,32.713823106677587
2157,WI,2000,4,181.49494938098357,74.458018869705853
2158,WI,2000,5,55.696807937118102,116.30998612734585
2159,WI,2000,6,61.056307675597239,128.05981510694676
2160,WI,2000,7,35.985862622909224,25.215064488275964
2161,WI,2000,8,9.3156137123444562,13.415664471682755
2162,WI,2010,1,46.646507361659168,77.680214790090702
2163,WI,2010,2,356.76835062599048,164.56977146577313
2164,WI,2010,3,150.71418627825554,98.555286568698506
2165,WI,2010,4,317.69278740689089,114.97022445173315
2166,WI,2010,5,149.93396662744797,333.29133785001522
2167,WI,2010,6,168.61483622886766,255.9690140523017
2168,WI,2010,7,137.19841985885148,199.96649588590634
2169,WI,2010,8,74.190548790518648,117.21567106892462
2170,WY,1970,1,14.705122275681655,16.497057675133306
2171,WY,1980,1,16.867494478627769,35.329697581853722
2172,WY,1990,1,36.779122232839704,56.711832214202225
2173,WY,2000,1,17.317867694902105,25.783535500577457
2174,WY,2010,1,52.320392293740198,136.01891762190311
